email,price,products,date
elijah6337@test.com,1277.94,USB Hub;Wireless Mouse,2027-11-28
emma9802@demo.com,475.51,SSD,2027-11-29
mason2518@example.com,894.14,Mechanical Keyboard;Gaming Monitor,2027-11-30
harper1932@mail.com,946.64,Mechanical Keyboard;Headset;Gaming Monitor,2027-12-01
emma1795@example.com,367.16,Headset,2027-12-02
charlotte4433@example.com,1225.41,Webcam,2027-12-03
sophia4351@demo.com,994.33,USB Hub,2027-12-04
isabella2695@test.com,766.02,Monitor,2027-12-05
elijah1051@test.com,1212.83,Gaming Monitor,2027-12-06
amelia3477@demo.com,1329.45,Monitor;Mouse Pad,2027-12-07
mia2345@mail.com,110.62,RAM;Mechanical Keyboard;External HDD,2027-12-08
isabella2560@test.com,344.62,Graphics Card,2027-12-09
logan7043@example.com,354.64,Webcam;Graphics Card;External HDD,2027-12-10
lucas3858@example.com,1030.36,External SSD;External HDD;Headset,2027-12-11
liam4237@demo.com,832.96,Webcam;SSD;Gaming Monitor,2027-12-12
amelia3115@test.com,437.48,External HDD;Mouse Pad;Mechanical Keyboard,2027-12-13
emma6865@mail.com,76.54,USB Cable;Gaming Mouse,2027-12-14
jacob1894@test.com,654.9,SSD;Wireless Mouse,2027-12-15
mia8594@example.com,1462.49,Mouse Pad;USB Hub,2027-12-16
oliver8403@example.com,652.61,External HDD;Graphics Card;Laptop,2027-12-17
evelyn5504@example.com,1408.79,RAM;Headset;USB Hub,2027-12-18
isabella6393@demo.com,1070.91,USB Hub;Webcam;SSD,2027-12-19
logan4256@demo.com,408.99,External SSD;Monitor;Mechanical Keyboard,2027-12-20
emma9809@demo.com,902.09,USB Hub,2027-12-21
lucas1944@test.com,836.18,RAM;USB Cable,2027-12-22
lucas3067@demo.com,1167.08,Webcam;Laptop,2027-12-23
isabella6193@demo.com,1481.96,Graphics Card;SSD;USB Cable,2027-12-24
olivia7169@example.com,718.2,Gaming Monitor;Laptop,2027-12-25
jack8971@demo.com,674.97,Headset,2027-12-26
isabella7954@example.com,303.56,External HDD,2027-12-27
evelyn4398@test.com,1100.47,Wireless Mouse,2027-12-28
sophia101@mail.com,375.87,USB Hub;Wireless Mouse,2027-12-29
harper1151@demo.com,1133.54,Laptop;Gaming Mouse;SSD,2027-12-30
amelia7664@example.com,565.28,External HDD;Gaming Mouse;Mechanical Keyboard,2027-12-31
mason2540@test.com,1156.12,SSD;Monitor,2028-01-01
jacob4737@demo.com,1143.08,USB Hub;External SSD;RAM,2028-01-02
charlotte3921@demo.com,1155.71,Laptop;Gaming Mouse;Graphics Card,2028-01-03
logan6582@test.com,989.92,Mouse Pad;External SSD;External HDD,2028-01-04
jacob2625@test.com,1069.15,USB Hub;Gaming Monitor,2028-01-05
charlotte9049@test.com,386.28,USB Cable,2028-01-06
emma733@example.com,720.82,Graphics Card,2028-01-07
noah8564@mail.com,977.94,SSD;Monitor;External SSD,2028-01-08
logan2881@mail.com,729.36,Wireless Mouse;Laptop,2028-01-09
chloe9760@demo.com,1013.68,Mouse Pad;USB Cable;Wireless Mouse,2028-01-10
amelia7684@demo.com,1308.11,Webcam,2028-01-11
lucas6260@test.com,308.16,Gaming Mouse,2028-01-12
mia846@test.com,1260.17,Mechanical Keyboard;External HDD,2028-01-13
noah239@demo.com,637.98,Wireless Mouse;SSD,2028-01-14
mason5433@demo.com,606.47,Gaming Mouse;Mouse Pad,2028-01-15
jacob1683@test.com,519.43,External SSD;RAM,2028-01-16
jack4115@demo.com,553.66,Mechanical Keyboard;Wireless Mouse,2028-01-17
lucas5928@test.com,1106.67,USB Hub,2028-01-18
emma1538@test.com,248.19,Gaming Mouse;USB Hub;Gaming Monitor,2028-01-19
liam5511@example.com,1279.06,RAM,2028-01-20
emma4201@mail.com,912.18,Wireless Mouse;Monitor;External HDD,2028-01-21
logan829@demo.com,542.72,USB Cable;External HDD,2028-01-22
sophia5901@demo.com,236.75,Wireless Mouse,2028-01-23
mia2938@example.com,1089.06,RAM;SSD;Webcam,2028-01-24
elijah4429@mail.com,1304.71,Headset;Mechanical Keyboard;Mouse Pad,2028-01-25
isabella5989@test.com,1207.31,Webcam;Monitor;SSD,2028-01-26
chloe807@demo.com,323.98,RAM,2028-01-27
olivia8330@mail.com,1479.54,Headset;Mouse Pad,2028-01-28
ava1022@example.com,953.08,Gaming Mouse,2028-01-29
isabella8718@demo.com,633.82,Mechanical Keyboard;Mouse Pad,2028-01-30
mason826@test.com,1406.57,USB Hub;External SSD,2028-01-31
lucas2540@test.com,195.25,External SSD;USB Cable,2028-02-01
evelyn2649@test.com,859.51,Gaming Mouse;Monitor;USB Cable,2028-02-02
mia6178@mail.com,389.22,Headset;SSD,2028-02-03
ava6541@demo.com,309.47,Monitor,2028-02-04
oliver1701@example.com,1466.17,RAM,2028-02-05
mia9669@test.com,1355.05,Graphics Card;Webcam;Mechanical Keyboard,2028-02-06
elijah2525@demo.com,197.13,Gaming Monitor,2028-02-07
ava416@test.com,1331.77,Monitor,2028-02-08
lucas5419@test.com,392.3,SSD,2028-02-09
lucas9204@mail.com,341.01,Mechanical Keyboard;External SSD;Gaming Monitor,2028-02-10
chloe5799@test.com,674.73,Mechanical Keyboard;Gaming Mouse,2028-02-11
sophia1313@mail.com,588.35,Gaming Mouse,2028-02-12
mia9034@demo.com,885.46,Gaming Mouse,2028-02-13
oliver6455@mail.com,450.8,RAM,2028-02-14
elijah1677@test.com,1325.91,USB Cable;Wireless Mouse,2028-02-15
logan2994@demo.com,69.12,Wireless Mouse,2028-02-16
elijah1795@test.com,1360.87,External HDD;Gaming Mouse;USB Cable,2028-02-17
noah825@demo.com,1359.88,USB Cable,2028-02-18
isabella8699@mail.com,520.91,RAM;Gaming Mouse;SSD,2028-02-19
amelia8821@test.com,1059.94,SSD,2028-02-20
noah5898@example.com,412.48,Graphics Card;Wireless Mouse,2028-02-21
chloe6393@test.com,907.93,Monitor,2028-02-22
liam5996@demo.com,951.22,RAM,2028-02-23
jack4696@demo.com,1058.52,External HDD;Mechanical Keyboard;USB Hub,2028-02-24
sophia7585@example.com,1328.13,Wireless Mouse;Gaming Monitor,2028-02-25
ava2076@demo.com,711.69,Laptop,2028-02-26
evelyn4983@demo.com,367.08,Gaming Monitor;RAM,2028-02-27
isabella9738@mail.com,145.91,Laptop,2028-02-28
amelia9661@demo.com,234.39,Webcam;External SSD;Gaming Mouse,2028-02-29
harper6478@test.com,684.07,External HDD;Graphics Card;External SSD,2028-03-01
oliver6851@test.com,1487.73,Wireless Mouse;Graphics Card;Mechanical Keyboard,2028-03-02
ava4141@demo.com,719.83,Gaming Monitor,2028-03-03
olivia1906@test.com,1436.72,SSD,2028-03-04
evelyn27@example.com,1244.91,Headset;Mechanical Keyboard;Graphics Card,2028-03-05
logan5820@demo.com,1156.15,Mechanical Keyboard,2028-03-06
emma4714@test.com,639.93,Mouse Pad;USB Cable,2028-03-07
chloe1827@demo.com,842.93,SSD,2028-03-08
logan7884@test.com,1355.36,Headset;External SSD,2028-03-09
liam2585@example.com,1087.25,SSD,2028-03-10
charlotte9682@test.com,1121.68,External SSD;Monitor,2028-03-11
mia1214@example.com,214.65,USB Cable;Monitor,2028-03-12
ava7223@example.com,526.36,Graphics Card,2028-03-13
olivia9084@mail.com,906.6,RAM;Wireless Mouse,2028-03-14
isabella2619@mail.com,1314.16,Monitor,2028-03-15
emma997@mail.com,1378.8,Mouse Pad,2028-03-16
jack591@mail.com,171.55,Mouse Pad,2028-03-17
isabella3562@example.com,977.68,Wireless Mouse;SSD;Headset,2028-03-18
lucas3164@test.com,919.71,RAM,2028-03-19
logan6251@example.com,158.96,External SSD;Gaming Monitor,2028-03-20
ava5886@test.com,764.22,Mouse Pad;RAM;Webcam,2028-03-21
oliver5201@mail.com,1488.02,SSD;External SSD;Laptop,2028-03-22
isabella7957@test.com,954.59,Monitor;Gaming Monitor;Graphics Card,2028-03-23
mason7223@example.com,144.81,Wireless Mouse;RAM;SSD,2028-03-24
ava7053@test.com,899.93,Mechanical Keyboard;Monitor;Mouse Pad,2028-03-25
mason5543@mail.com,1359.74,External SSD,2028-03-26
sophia831@test.com,485.65,USB Cable;Headset,2028-03-27
ava8880@mail.com,1091.04,Gaming Monitor;External HDD,2028-03-28
jacob2553@demo.com,481.77,Graphics Card;Gaming Monitor;RAM,2028-03-29
oliver13@test.com,954.78,Monitor;External SSD;Webcam,2028-03-30
mason8149@mail.com,1141.63,External SSD,2028-03-31
charlotte8033@example.com,241.25,Wireless Mouse;Webcam,2028-04-01
sophia8410@test.com,1059.73,Monitor,2028-04-02
evelyn9993@mail.com,1286.63,Laptop;External HDD;Mechanical Keyboard,2028-04-03
chloe815@example.com,1389.05,External HDD;SSD;Gaming Monitor,2028-04-04
jack6065@mail.com,1226.73,Webcam;Headset;External SSD,2028-04-05
charlotte343@example.com,165.37,Graphics Card;Monitor;Webcam,2028-04-06
amelia3307@demo.com,1119.51,USB Cable;Wireless Mouse,2028-04-07
harper6861@example.com,362.47,Wireless Mouse,2028-04-08
lucas63@test.com,129.03,Gaming Monitor;Webcam;Mechanical Keyboard,2028-04-09
harper4352@test.com,280.08,External HDD,2028-04-10
logan4964@test.com,148.37,External SSD,2028-04-11
charlotte1327@mail.com,862.82,USB Hub;USB Cable;SSD,2028-04-12
sophia944@mail.com,990.15,Gaming Monitor;Headset,2028-04-13
harper255@test.com,921.21,Wireless Mouse;USB Cable,2028-04-14
noah3378@example.com,275.03,USB Cable,2028-04-15
lucas1742@demo.com,51.29,SSD,2028-04-16
oliver9343@test.com,623.8,Gaming Monitor;Monitor,2028-04-17
oliver692@example.com,158.76,Headset;Laptop;RAM,2028-04-18
jacob9301@test.com,924.12,Wireless Mouse;SSD;External HDD,2028-04-19
emma9099@example.com,1280.66,Graphics Card,2028-04-20
ava7035@example.com,162.76,External HDD;Headset;Webcam,2028-04-21
olivia6409@test.com,1322.21,Mechanical Keyboard;RAM,2028-04-22
ava6679@example.com,97.79,USB Hub,2028-04-23
amelia1094@example.com,1390.09,USB Hub,2028-04-24
sophia5109@demo.com,242.47,Gaming Monitor,2028-04-25
amelia652@mail.com,361.4,RAM;External SSD;USB Hub,2028-04-26
jack8289@mail.com,175.11,External HDD;Wireless Mouse;Laptop,2028-04-27
sophia3348@test.com,575.56,External SSD;External HDD,2028-04-28
sophia5665@test.com,540.35,Mouse Pad;USB Hub;Headset,2028-04-29
olivia8947@demo.com,1132.91,Webcam;USB Hub,2028-04-30
emma3972@mail.com,385.24,External SSD;SSD;RAM,2028-05-01
noah8959@mail.com,919.86,RAM,2028-05-02
chloe9403@demo.com,570.62,Monitor;Gaming Mouse,2028-05-03
olivia6394@mail.com,1356.35,Mouse Pad;Mechanical Keyboard,2028-05-04
mia2222@mail.com,823.5,Mechanical Keyboard;Gaming Monitor;Monitor,2028-05-05
sophia7563@test.com,1433.08,Mechanical Keyboard;Mouse Pad;USB Cable,2028-05-06
charlotte4938@mail.com,831.22,SSD,2028-05-07
liam6976@example.com,1007.89,USB Hub;External SSD,2028-05-08
evelyn6293@demo.com,1261.35,Laptop;Webcam;Mouse Pad,2028-05-09
noah1672@test.com,1082.32,Graphics Card,2028-05-10
elijah7652@demo.com,820.94,SSD;Mouse Pad;Monitor,2028-05-11
oliver4087@mail.com,1381.83,Wireless Mouse;RAM;Gaming Mouse,2028-05-12
jacob2053@demo.com,1326.03,Mouse Pad;Laptop,2028-05-13
mason1612@demo.com,722.09,SSD;RAM,2028-05-14
isabella8804@test.com,1164.46,Mechanical Keyboard;Gaming Monitor,2028-05-15
noah7567@example.com,1086.82,Graphics Card;Mechanical Keyboard;Monitor,2028-05-16
lucas4368@example.com,1030.24,Headset,2028-05-17
harper8564@demo.com,1111.76,Wireless Mouse,2028-05-18
olivia9213@example.com,487.06,Mechanical Keyboard;Laptop;USB Cable,2028-05-19
harper4709@mail.com,1126.37,USB Hub,2028-05-20
amelia2680@example.com,252.05,RAM;Webcam;Graphics Card,2028-05-21
isabella452@test.com,739.96,Wireless Mouse;Laptop,2028-05-22
olivia3636@demo.com,1167.08,Laptop;Wireless Mouse;Monitor,2028-05-23
jack6614@example.com,1262.03,Gaming Mouse,2028-05-24
mia7649@mail.com,254.46,Mechanical Keyboard;Gaming Mouse;Monitor,2028-05-25
emma1799@example.com,79.0,Graphics Card,2028-05-26
elijah9863@mail.com,918.85,Mouse Pad;Gaming Mouse;Monitor,2028-05-27
